Name,Location,city,latitude,longitude,,1313
RIU Plaza New York Times Square,"305 West, 46th Street",New York,40.7601,-73.9885,,RIU Plaza New York Times Square
InterContinental New York Barclay,111 East 48th Street,New York,40.7554,-73.9737,,InterContinental New York Barclay
INNSIDE New York NoMad,132 West 27th Street,New York,40.7462,-73.9928,,INNSIDE New York NoMad
Baccarat Hotel and Residences New York,28 West 53rd Street,New York,40.761,-73.9772,,Baccarat Hotel and Residences New York
The Marmara Park Avenue,114 East 32nd Street,New York,40.7453,-73.9816,,The Marmara Park Avenue
"The Paul, an Ascend Hotel Collection Member",32 West 29th Street,New York,40.7462,-73.9891,,"The Paul, an Ascend Hotel Collection Member"
Safehouse Suites Manhattan,1600 Broadway,New York,40.7604,-73.9847,,Safehouse Suites Manhattan
Cambria hotel & suites New York - Chelsea,123 W. 28th Street,New York,40.7465,-73.9917,,Cambria hotel & suites New York - Chelsea
NYC Vacation Suites,Various Addresses,New York,40.7911,-73.9514,,NYC Vacation Suites
Fairfield Inn New York Manhattan/Financial District,161 Front Street,New York,40.706,-74.0052,,Fairfield Inn New York Manhattan/Financial District
Vacayo Premium East Side Apartments,Various Addresses,New York,40.7239,-73.9901,,Vacayo Premium East Side Apartments
NobleDEN Hotel,196 Grand Street,New York,40.7192,-73.9969,,NobleDEN Hotel
Orchard Street Hotel,163 Orchard Street,New York,40.7211,-73.9887,,Orchard Street Hotel
Upper East Side Apartments,1593 Second Ave,New York,40.7766,-73.9568,,Upper East Side Apartments
1 Hotel Central Park,1414 Avenue of the Americas,New York,40.7648,-73.9769,,1 Hotel Central Park
Arlo Hudson Square,231 Hudson Square,New York,40.7242,-74.0078,,Arlo Hudson Square
The New York EDITION,5 Madison Avenue,New York,40.7414,-73.9876,,The New York EDITION
The Bowery Suites,26 Vandam St,New York,40.7261,-74.0042,,The Bowery Suites
Hotel Cliff,505 W 181st Street,New York,40.8484,-73.9314,,Hotel Cliff
Comfort Inn Lower East Side,154 Madison Street,New York,40.7124,-73.9927,,Comfort Inn Lower East Side
Hotel Indigo Lower East Side New York,171 Ludlow Street,New York,40.7217,-73.9875,,Hotel Indigo Lower East Side New York
