Name,Location,city,latitude,longitude,,1313
Hampton Inn & Suites Syracuse/Carrier Circle,6377 Court Street Rd,East Syracuse,43.0905,-76.0792,,Hampton Inn & Suites Syracuse/Carrier Circle
Homewood Suites by Hilton Syracuse - Carrier Circle,6006 Fair Lakes Rd,East Syracuse,43.0923,-76.0711,,Homewood Suites by Hilton Syracuse - Carrier Circle
Sleep Inn & Suites Airport,6344 East Molloy Road,East Syracuse,43.1,-76.0821,,Sleep Inn & Suites Airport
Super 8 Syracuse East,6620 Old Collamer Road,East Syracuse,43.0914,-76.0852,,Super 8 Syracuse East
Fairfield Inn and Suites by Marriott Syracuse Carrier Circle,6593 Weighlock Drive,East Syracuse,43.0895,-76.0802,,Fairfield Inn and Suites by Marriott Syracuse Carrier Circle
Wingate by Wyndham Ellicottville,11 Mill St,Ellicottville,42.2762,-78.669,,Wingate by Wyndham Ellicottville
The Tamarack,6447 Holiday Valley Rd,Ellicottville,42.2629,-78.6666,,The Tamarack
Hotel Q New York,76-01 Queens Blvd,Elmhurst,40.7393,-73.8895,,Hotel Q New York
Fairfield Inn & Suites Elmira Corning,1600 County Route 64,Elmira,42.1593,-76.8612,,Fairfield Inn & Suites Elmira Corning
Econo Lodge Elmira,871 County Road 64,Elmira,42.1545,-76.8794,,Econo Lodge Elmira
Holiday Inn Elmira - Riverview,760 E Water St,Elmira,42.0893,-76.7933,,Holiday Inn Elmira - Riverview
Enchanted Cottage on Glen,323 Glen Avenue,Elmira,42.0826,-76.8508,,Enchanted Cottage on Glen
Castle on Glen,320 Glen Avenue,Elmira,42.0823,-76.8509,,Castle on Glen
Days Inn Elmsford,25 Valley Ave,Elmsford,41.0549,-73.8219,,Days Inn Elmsford
Extended Stay America - White Plains - Elmsford,118 West Main Street,Elmsford,41.0522,-73.8139,,Extended Stay America - White Plains - Elmsford
Hampton Inn White Plains,200 West Main Street,Elmsford,41.0583,-73.8268,,Hampton Inn White Plains
La Quinta Inn & Suites White Plains - Elmsford,540 Saw Mill River Rd,Elmsford,41.0707,-73.8163,,La Quinta Inn & Suites White Plains - Elmsford
Red Carpet Inn Endicott Binghamton,749 West Main Street,Endicott,42.0922,-76.0831,,Red Carpet Inn Endicott Binghamton
Knights Inn Endwell Binghamton,2603 E Main St,Endwell,42.1047,-76.0328,,Knights Inn Endwell Binghamton
Days Inn Evans Mills/Fort Drum,25940 US Route 11,Evans Mills,44.0429,-75.8385,,Days Inn Evans Mills/Fort Drum
Candlewood Suites Watertown Fort Drum,26513 Herrick Drive,Evans Mills,44.0423,-75.844,,Candlewood Suites Watertown Fort Drum
Woodcliff Hotel and Spa,199 Woodcliff Dr,Fairport,43.0452,-77.4558,,Woodcliff Hotel and Spa
Red Roof Inn Jamestown - Falconer,1980 E Main Street,Falconer,42.126,-79.1904,,Red Roof Inn Jamestown - Falconer
AnYi Guesthouse JFK,169 Beach 62nd Street,Far Rockaway,40.5908,-73.7913,,AnYi Guesthouse JFK
La Quinta Inn & Suites Far Rockaway - JFK Airport,4317 Rockaway Beach Blvd.,Far Rockaway,40.5937,-73.7752,,La Quinta Inn & Suites Far Rockaway - JFK Airport
Courtyard by Marriott Republic Aprt Long Island/Farmingdale,2 Marriott Plaza,Farmingdale,40.7283,-73.4224,,Courtyard by Marriott Republic Aprt Long Island/Farmingdale
Americana Inn Farmingdale,727 Broadhollow Rd,Farmingdale,40.7253,-73.4239,,Americana Inn Farmingdale
TownePlace Suites by Marriott Republic Airport Long Island,1 Marriott Plaza,Farmingdale,40.7283,-73.422,,TownePlace Suites by Marriott Republic Airport Long Island
Comfort Inn & Suites Farmington - Victor,6026 Route 96,Farmington,42.975,-77.3558,,Comfort Inn & Suites Farmington - Victor
Finger Lakes Hotel,6108 Loomis Rd,Farmington,42.9923,-77.3554,,Finger Lakes Hotel
Americas Best Value Inn,6037 Route 96,Farmington,42.9744,-77.3539,,Americas Best Value Inn
Hampton Inn Long Island-Brookhaven,2000 North Ocean Ave.,Farmingville,40.8258,-73.0206,,Hampton Inn Long Island-Brookhaven
Craftsman Inn and Conference Center,7300 E Genesee Street,Fayetteville,43.0292,-76.018,,Craftsman Inn and Conference Center
Holiday Inn Express Hotel & Suites Findley Lake -I-86 Exit 4,3025 Route 426,Findley Lake,42.1328,-79.742,,Holiday Inn Express Hotel & Suites Findley Lake -I-86 Exit 4
Extended Stay America - Fishkill - Route 9,25 Merritt Blvd,Fishkill,41.5304,-73.892,,Extended Stay America - Fishkill - Route 9
Quality Inn & Suites,849 Route 52,Fishkill,41.5266,-73.9186,,Quality Inn & Suites
Ramada Fishkill,542 Route 9,Fishkill,41.5256,-73.891,,Ramada Fishkill
Hampton Inn Fishkill,544 Route 9,Fishkill,41.5261,-73.8911,,Hampton Inn Fishkill
Hawthorn Suites by Wyndham Fishkill/Poughkeepsie Area,14 Schuyler Blvd,Fishkill,41.5275,-73.8917,,Hawthorn Suites by Wyndham Fishkill/Poughkeepsie Area
Extended Stay America Fishkill - Westage Center,55 W Merritt Blvd,Fishkill,41.5291,-73.8967,,Extended Stay America Fishkill - Westage Center
Courtyard Fishkill by Marriott,17 Westage Drive,Fishkill,41.5272,-73.8928,,Courtyard Fishkill by Marriott
Hilton Garden Inn Fishkill,25 Westage Road,Fishkill,41.5272,-73.8928,,Hilton Garden Inn Fishkill
HYATT house Fishkill/Poughkeepsie,100 Westage Business Center Dr.,Fishkill,41.5283,-73.8955,,HYATT house Fishkill/Poughkeepsie
Magnuson Hotel Fishkill,20 Schuyler Blvd,Fishkill,41.5276,-73.8916,,Magnuson Hotel Fishkill
Holiday Inn Express Fishkill-Mid Hudson Valley,21 Schuyler Blvd,Fishkill,41.5276,-73.8915,,Holiday Inn Express Fishkill-Mid Hudson Valley
Residence Inn by Marriott Fishkill,500 Westage Business Center Drive,Fishkill,41.5249,-73.8952,,Residence Inn by Marriott Fishkill
SpringHill Suites by Marriott Fishkill,500 Westage Business Center Drive,Fishkill,41.5249,-73.8952,,SpringHill Suites by Marriott Fishkill
Quality Inn Floral Park,256-15 Jericho Turnpike,Floral Park,40.7278,-73.7083,,Quality Inn Floral Park
The Floral Park Motor Lodge,30 Jericho Turnpike,Floral Park,40.727,-73.7118,,The Floral Park Motor Lodge
Red Roof Inn Flushing New York - LaGuardia Airport,36-31 Prince St,Flushing,40.7614,-73.8329,,Red Roof Inn Flushing New York - LaGuardia Airport
Flushing Central Hotel,135-33 38th Avenue,Flushing,40.7606,-73.8312,,Flushing Central Hotel
Best Western Queens Court Hotel,133-51 39th Avenue,Flushing,40.7609,-73.8281,,Best Western Queens Court Hotel
Asiatic Hotel by LaGuardia Airport,135-21 37th Avenue,Flushing,40.7611,-73.8323,,Asiatic Hotel by LaGuardia Airport
Holiday Inn Express Laguardia Airport,113-10 Horace Harding Expressway,Flushing,40.7389,-73.8486,,Holiday Inn Express Laguardia Airport
Prince Flushing Hotel,133-43 37th Avenue,Flushing,40.7607,-73.8336,,Prince Flushing Hotel
Sheraton LaGuardia East Hotel,135-20 39th Ave,Flushing,40.7598,-73.8318,,Sheraton LaGuardia East Hotel
Fairfield Inn by Marriott LaGuardia Airport/Flushing,2866 College Point Blvd,Flushing,40.7715,-73.8441,,Fairfield Inn by Marriott LaGuardia Airport/Flushing
Flushing Ymca,138-46 Northern Blvd. ,Flushing,40.7642,-73.8265,,Flushing Ymca
The Parc Hotel,3916 College Point Blvd,Flushing,40.7584,-73.8344,,The Parc Hotel
Hyatt Place Flushing/LaGuardia Airport,133-42 39th Avenue,Flushing,40.7595,-73.833,,Hyatt Place Flushing/LaGuardia Airport
Ramada Flushing Queens,3627 Prince St,Flushing,40.7615,-73.8329,,Ramada Flushing Queens
AnYi Guesthouse Flushing,38 Avenue and Prince Street,Flushing,40.7603,-73.8327,,AnYi Guesthouse Flushing
AnYi Guesthouse LaGuardia,62nd Road 136th Street,Flushing,40.7406,-73.8281,,AnYi Guesthouse LaGuardia
Marco LaGuardia Hotel by Lexington,137-07 Northern Boulevard,Flushing,40.7634,-73.8309,,Marco LaGuardia Hotel by Lexington
White Inn,52 East Main Street,Fredonia,42.4411,-79.3295,,White Inn
Days Inn Fredonia,10455 Bennett Road - Route 60,Fredonia,42.4563,-79.3109,,Days Inn Fredonia
The Freeport Inn and Marina,445 S Main St,Freeport,40.6445,-73.5751,,The Freeport Inn and Marina
Wyndham Garden Fresh Meadows Flushing,6127 186th St,Fresh Meadows,40.7392,-73.7876,,Wyndham Garden Fresh Meadows Flushing
Courtyard New York Queens/fresh Meadows,18315 Horace Harding Expy,Fresh Meadows,40.7402,-73.7904,,Courtyard New York Queens/fresh Meadows
Fairfield Inn & Suites New York Queens/Fresh Meadows,183-31 Horace Harding Expy,Fresh Meadows,40.7399,-73.7912,,Fairfield Inn & Suites New York Queens/Fresh Meadows
Red Roof Inn Fulton,930 S 1st St,Fulton,43.3081,-76.3982,,Red Roof Inn Fulton
The Garden City Hotel,45 7th St,Garden City,40.7241,-73.6395,,The Garden City Hotel
Hyatt Place Garden City,5 North Ave,Garden City,40.742,-73.6081,,Hyatt Place Garden City
Hampton Inn Garden City,1 North Ave,Garden City,40.7416,-73.6097,,Hampton Inn Garden City
La Quinta Inn & Suites Garden City,821 Stewart Ave,Garden City,40.7334,-73.6042,,La Quinta Inn & Suites Garden City
Hampton Inn Geneseo,4250 Lakeville Rd,Geneseo,42.7975,-77.7878,,Hampton Inn Geneseo
Quality Inn Geneseo,4242 Lakeville Rd,Geneseo,42.7972,-77.7887,,Quality Inn Geneseo
Temple Hill Bed & Breakfast,114 Temple Hill Street,Geneseo,42.7939,-77.8084,,Temple Hill Bed & Breakfast
Ramada Geneva Lakefront,41 Lake Front Blvd,Geneva,42.8637,-76.9819,,Ramada Geneva Lakefront
Microtel Inn & Suites by Wyndham Geneva,550 Hamilton St,Geneva,42.8565,-77.0078,,Microtel Inn & Suites by Wyndham Geneva
Days Inn Geneva,485 Hamilton St,Geneva,42.8569,-77.0041,,Days Inn Geneva
Hampton Inn Geneva,43 Lake St,Geneva,42.87,-76.9795,,Hampton Inn Geneva
Americas Best Value Inn,473 Hamilton St,Geneva,42.8571,-77.0034,,Americas Best Value Inn
Holiday Inn Express & Suites Geneva Finger Lakes,530 Hamilton St,Geneva,42.8566,-77.0067,,Holiday Inn Express & Suites Geneva Finger Lakes
Fairfield Inn & Suites by Marriott Geneva Finger Lakes,383 Hamilton St,Geneva,42.8581,-76.9984,,Fairfield Inn & Suites by Marriott Geneva Finger Lakes
Glen Cove Mansion Hotel,200 Dosoris Ln,Glen Cove,40.8838,-73.6307,,Glen Cove Mansion Hotel
Comfort Inn Glenmont,37 Route 9W,Glenmont,42.623,-73.7773,,Comfort Inn Glenmont
Days Inn and Suites Glenmont/Albany,15 Frontage Rd,Glenmont,42.62,-73.7825,,Days Inn and Suites Glenmont/Albany
The Queensbury Hotel,88 Ridge St,Glens Falls,43.3117,-73.6438,,The Queensbury Hotel
The Glens Falls Inn,25 Sherman Avenue,Glens Falls,43.3109,-73.6524,,The Glens Falls Inn
Comfort Inn & Suites Goshen - Middletown,20 Hatfield Ln,Goshen,41.3942,-74.3391,,Comfort Inn & Suites Goshen - Middletown
Radisson Hotel Niagara Falls-Grand Island,100 Whitehaven Rd,Grand Island,43.0222,-78.8993,,Radisson Hotel Niagara Falls-Grand Island
Budget Motel,3080 Grand Island Blvd,Grand Island,43.0465,-78.9864,,Budget Motel
Jade Inn Motel,2529 Grand Island Blvd.,Grand Island,43.0307,-78.9713,,Jade Inn Motel
The Andrew Hotel,75 N Station Plaza,Great Neck,40.788,-73.7253,,The Andrew Hotel
"Inn at Great Neck, BW Premier Collection",30 Cutter Mill Road,Great Neck,40.7866,-73.7293,,"Inn at Great Neck, BW Premier Collection"
Harbor Knoll Bed and Breakfast,424 Fourth Street,Greenport,41.0989,-72.3638,,Harbor Knoll Bed and Breakfast
Antons on the Lake Country Inn and Marina,7 Waterstone Road,Greenwood Lake,41.2197,-74.2902,,Antons on the Lake Country Inn and Marina
Ruah Bed & Breakfast,9221 Lake Shore Drive,Hague,43.751,-73.4869,,Ruah Bed & Breakfast
The Twilight Lodge,5085 Main Street 23A,Haines Falls,42.1952,-74.0953,,The Twilight Lodge
Holiday Inn Express Hotel & Suites Hamburg,3565 Commerce Place,Hamburg,42.7407,-78.8513,,Holiday Inn Express Hotel & Suites Hamburg
Comfort Inn And Suites Hamburg,3615 Commerce Pl,Hamburg,42.7407,-78.8512,,Comfort Inn And Suites Hamburg
Red Roof Inn Buffalo - Hamburg,5370 Camp Road,Hamburg,42.741,-78.8489,,Red Roof Inn Buffalo - Hamburg
Super 8 Hamburg,5442 Camp Rd,Hamburg,42.7395,-78.8455,,Super 8 Hamburg
"Motel 6 Hamburg, NY",5245 Camp Rd,Hamburg,42.7446,-78.8492,,"Motel 6 Hamburg, NY"
Quality Inn Hamburg,5440 Camp Road,Hamburg,42.739,-78.8451,,Quality Inn Hamburg
18 Vine Inn & Carriage House,18 Vine Street,Hammondsport,42.4069,-77.2252,,18 Vine Inn & Carriage House
Best Western Plus The Hammondsport Hotel,8440 State Route 54,Hammondsport,42.3991,-77.2275,,Best Western Plus The Hammondsport Hotel
Holiday Inn Express Hauppauge,2050 Express Dr S,Hauppauge,40.8081,-73.2207,,Holiday Inn Express Hauppauge
Radisson Hotel Hauppauge-Long Island,110 Vanderbilt Motor Pkwy,Hauppauge,40.806,-73.2654,,Radisson Hotel Hauppauge-Long Island
Hyatt Regency Long Island at Wind Watch Golf Club,1717 Motor Parkway,Hauppauge,40.8132,-73.1726,,Hyatt Regency Long Island at Wind Watch Golf Club
Residence Inn By Marriott Long Island Hauppauge,850 Veterans Memorial Hwy,Hauppauge,40.8206,-73.2038,,Residence Inn By Marriott Long Island Hauppauge
Bricktown Inn,112 Hudson Ave,Haverstraw,41.1948,-73.9675,,Bricktown Inn
Single Island Shores,5761 Rabbit Run Rd,Hector,42.5122,-76.8828,,Single Island Shores
RIT Inn & Conference Center,5257 W Henrietta Rd,Henrietta,43.0493,-77.6582,,RIT Inn & Conference Center
Red Roof Inn Rochester - Henrietta,4820 W Henrietta Road,Henrietta,43.0578,-77.6525,,Red Roof Inn Rochester - Henrietta
Days Inn Henrietta/Rochester Area,4853 W Henrietta Rd,Henrietta,43.0575,-77.6527,,Days Inn Henrietta/Rochester Area
Microtel Inn by Wyndham Henrietta/Rochester,905 Lehigh Station Road,Henrietta,43.0587,-77.6517,,Microtel Inn by Wyndham Henrietta/Rochester
"Country Inn & Suites by Carlson Rochester - Henrietta, NY",4635 W Henrietta Road,Henrietta,43.0607,-77.6509,,"Country Inn & Suites by Carlson Rochester - Henrietta, NY"
Super 8 Henrietta/Rochester Area,1000 Lehigh Station Rd,Henrietta,43.0588,-77.6446,,Super 8 Henrietta/Rochester Area
Fairfield Inn Rochester South,4695 W Henrietta Rd,Henrietta,43.0595,-77.6516,,Fairfield Inn Rochester South
Bellinger Rose Bed & Breakfast,611 W German St,Herkimer,43.0276,-74.9969,,Bellinger Rose Bed & Breakfast
Red Roof Inn & Suites Herkimer,&nbsp;100 Marginal Rd.,Herkimer,43.019,-74.9916,,Red Roof Inn & Suites Herkimer
Econo Lodge Hicksville,429 Duffy Ave,Hicksville,40.7574,-73.5496,,Econo Lodge Hicksville
Long Island - Days Inn Hicksville,828 S Oyster Bay Rd/I-495,Hicksville,40.7618,-73.5002,,Long Island - Days Inn Hicksville
Americas Best Value Inn,3497 Us Highway 9w,Highland,41.7292,-73.9619,,Americas Best Value Inn
Atlas Motor Lodge,125 Tillson Avenue EXT,Highland,41.7107,-73.9652,,Atlas Motor Lodge
Super 8 Highland NY,3423 US Highway 9W,Highland,41.7397,-73.9631,,Super 8 Highland NY
Stonegate Bed and Breakfast,34 North Road,Highland,41.7266,-73.9651,,Stonegate Bed and Breakfast
FairBridge Inn & Suites at West Point,17 Main St,Highland Falls,41.3557,-73.9724,,FairBridge Inn & Suites at West Point
Holiday Inn Express West Point,1106 Route 9 W,Highland Falls,41.3394,-73.9776,,Holiday Inn Express West Point
Overlook Lodge at Bear Mountain,55 Hessian Drive,Highland Falls,41.3195,-73.9917,,Overlook Lodge at Bear Mountain
Akwesasne Mohawk Casino Resort,873 State Route 37,Hogansburg,44.9679,-74.6466,,Akwesasne Mohawk Casino Resort
Ramada Plaza Holtsville Long Island,1730 N Ocean Ave,Holtsville,40.821,-73.0201,,Ramada Plaza Holtsville Long Island
Residence Inn by Marriott Long Island Holtsville,25 Middle Ave,Holtsville,40.8164,-73.0561,,Residence Inn by Marriott Long Island Holtsville
Greenwoods Bed & Breakfast Inn,8136 Quayle Rd,Honeoye,42.8036,-77.484,,Greenwoods Bed & Breakfast Inn
The Bykenhulle House,21 Bykenhulle Rd,Hopewell Junction,41.5826,-73.7704,,The Bykenhulle House
Days Inn,Route 36 and Webb Crossing,Hornell,42.3659,-77.6734,,Days Inn
Econo Lodge Hornell,7462 Seneca Rd N,Hornell,42.3618,-77.6653,,Econo Lodge Hornell
Best Western Maple City Inn,1 Canisteo Sq,Hornell,42.3231,-77.6619,,Best Western Maple City Inn
Country Inn & Suites By Carlson Big Flats (Elmira),105 E Mall Rd,Horseheads,42.1612,-76.8656,,Country Inn & Suites By Carlson Big Flats (Elmira)
Holiday Inn Express Elmira - Horseheads,2666 Corning Rd,Horseheads,42.1616,-76.8388,,Holiday Inn Express Elmira - Horseheads
Hilton Garden Inn Elmira/Corning,35 Arnot Rd,Horseheads,42.1619,-76.875,,Hilton Garden Inn Elmira/Corning
Rodeway Inn Marshall Manor,3527 Watkins Rd,Horseheads,42.2171,-76.8488,,Rodeway Inn Marshall Manor
Hampton Inn Elmira-Horseheads,51 Arnot Road,Horseheads,42.1973,-76.8104,,Hampton Inn Elmira-Horseheads
Candlewood Suites Elmira Horseheads,198 Colonial Drive,Horseheads,42.1612,-76.8655,,Candlewood Suites Elmira Horseheads
Horseheads Knights Inn,2707 Westinghouse Rd,Horseheads,42.1653,-76.8401,,Horseheads Knights Inn
Budget Inn Horseheads,4133 Route 17,Horseheads,42.1557,-76.8164,,Budget Inn Horseheads
Courtyard by Marriott Elmira Horseheads,202 Colonial Drive,Horseheads,42.1614,-76.8664,,Courtyard by Marriott Elmira Horseheads
Surfside Motel,164-33 CROSSBAY BLVD,Howard Beach,40.6499,-73.8375,,Surfside Motel
The Sedgwick House,7760 Main Street,Hunter,42.2089,-74.2104,,The Sedgwick House
The Fairlawn Inn,7872 Main St,Hunter,42.211,-74.2155,,The Fairlawn Inn
Oheka Castle Hotel & Estate,135 W Gate Dr,Huntington,40.8265,-73.4493,,Oheka Castle Hotel & Estate
Whitman Motor Lodge,295 E Jericho Turnpike,Huntington Station,40.8295,-73.3991,,Whitman Motor Lodge
Rodeway Inn,270 W Jericho Turnpike,Huntington Station,40.8286,-73.4194,,Rodeway Inn
Quality Inn,4142 Albany Post Rd,Hyde Park,41.7742,-73.9307,,Quality Inn
Journey Inn Bed & Breakfast,1 Sherwood Place,Hyde Park,41.795,-73.9377,,Journey Inn Bed & Breakfast
Hampton Inn Long Island/Islandia,1600 Veterans Memorial Hwy,Islandia,40.8077,-73.1838,,Hampton Inn Long Island/Islandia
The Statler Hotel at Cornell University,130 Statler Dr,Ithaca,42.4466,-76.4819,,The Statler Hotel at Cornell University
Ramada Ithaca Hotel and Conference Center,2310 N Triphammer Rd,Ithaca,42.4833,-76.4854,,Ramada Ithaca Hotel and Conference Center
Fairfield Inn & Suites Ithaca,359 Elmira Rd,Ithaca,42.4227,-76.5163,,Fairfield Inn & Suites Ithaca
Quality Inn,356 Elmira Rd,Ithaca,42.4231,-76.5159,,Quality Inn
La Tourelle,1150 Danby Rd 96B,Ithaca,42.4017,-76.501,,La Tourelle
Best Western University Inn,1020 Ellis Hollow Rd,Ithaca,42.4357,-76.4618,,Best Western University Inn
Homewood Suites by Hilton Ithaca,36 Cinema Dr,Ithaca,42.4794,-76.4783,,Homewood Suites by Hilton Ithaca
Meadow Court Inn,529 S Meadow St,Ithaca,42.4347,-76.5081,,Meadow Court Inn
Hampton Inn Ithaca,337 Elmira Rd,Ithaca,42.4248,-76.5138,,Hampton Inn Ithaca
Super 8 Ithaca,400 S Meadow St,Ithaca,42.4364,-76.5081,,Super 8 Ithaca
Courtyard by Marriott Ithaca Airport/University,29 Thornwood Dr,Ithaca,42.4848,-76.465,,Courtyard by Marriott Ithaca Airport/University
Econo Lodge,2303 N Triphammer Rd,Ithaca,42.4831,-76.4852,,Econo Lodge
Rodeway Inn And Suites,654 Elmira Rd,Ithaca,42.4107,-76.5384,,Rodeway Inn and Suites
Country Inn & Suites By Carlson of Ithaca,1100 Danby Rd,Ithaca,42.408,-76.503,,Country Inn & Suites By Carlson of Ithaca
Trip Hotel Ithaca,1 Sheraton Dr,Ithaca,42.4783,-76.4805,,Trip Hotel Ithaca
Hilton Garden Inn Ithaca,130 E. Seneca Street,Ithaca,42.4404,-76.4975,,Hilton Garden Inn Ithaca
Firelight Camps,1150 Danby Road,Ithaca,42.4019,-76.5029,,Firelight Camps
Bunny Trail Guest House,853 Coddington Road,Ithaca,42.4018,-76.4602,,Bunny Trail Guest House
Ithaca Marriott Downtown on the Commons,120 S Aurora St,Ithaca,42.4391,-76.4954,,Ithaca Marriott Downtown on the Commons
Holiday Inn Express & Suites Ithaca,371 Elmira Road,Ithaca,42.4212,-76.5181,,Holiday Inn Express & Suites Ithaca
Hilton Garden Inn Queens/JFK Airport,14818 134th St,Jamaica,40.6658,-73.8059,,Hilton Garden Inn Queens/JFK Airport
Best Western JFK Airport Hotel,14425 153rd Ln,Jamaica,40.6656,-73.7849,,Best Western JFK Airport Hotel
Hampton Inn JFK Airport,144-10 135th Avenue,Jamaica,40.6679,-73.7947,,Hampton Inn JFK Airport
Lexington Inn JFK Airport,138 05 Jamaica Ave,Jamaica,40.7025,-73.8151,,Lexington Inn JFK Airport
Ramada Jamaica/Queens,164-40 Hillside Ave,Jamaica,40.7092,-73.7976,,Ramada Jamaica/Queens
Howard Johnson Jamaica NY Near AirTrain JFK,139-09 Archer Ave.,Jamaica,40.6995,-73.811,,Howard Johnson Jamaica NY Near AirTrain JFK
Holiday Inn Express Kennedy Airport,153-70 S Conduit Ave,Jamaica,40.6664,-73.7848,,Holiday Inn Express Kennedy Airport
Sleep Inn JFK Airport Rockaway Blvd,153-75 Rockaway Blvd,Jamaica,40.6685,-73.7815,,Sleep Inn JFK Airport Rockaway Blvd
Sheraton JFK Airport Hotel,132-26 S Conduit Ave,Jamaica,40.6662,-73.8068,,Sheraton JFK Airport Hotel
Radisson Hotel JFK Airport,135-30 140th Street,Jamaica,40.6679,-73.7985,,Radisson Hotel JFK Airport
Courtyard by Marriott New York JFK Airport,145-11 N Conduit Ave,Jamaica,40.6674,-73.7939,,Courtyard by Marriott New York JFK Airport
Fairfield Inn by Marriott JFK Airport,156 08 Rockaway Blvd,Jamaica,40.6667,-73.7799,,Fairfield Inn by Marriott JFK Airport
Hilton New York JFK Airport,144-02 135th Avenue,Jamaica,40.6683,-73.7963,,Hilton New York JFK Airport
Best Western Jamaica Inn,8707 Van Wyck Expy,Jamaica,40.7057,-73.8175,,Best Western Jamaica Inn
Holiday Inn New York JFK Airport Area,154-71 Brookville Boulevard Rosedal,Jamaica,40.64,-73.7437,,Holiday Inn New York JFK Airport Area
Sleep Inn JFK Airport,177-08 Liberty Ave,Jamaica,40.7055,-73.7826,,Sleep Inn JFK Airport
Days Inn JFK Airport,144-26 153rd Court,Jamaica,40.6656,-73.784,,Days Inn JFK Airport
Knights Inn JFK,139-01 Jamaica Ave,Jamaica,40.7025,-73.8125,,Knights Inn JFK
Crowne Plaza JFK Airport New York City,138-10 135th Ave,Jamaica,40.6678,-73.7994,,Crowne Plaza JFK Airport New York City
Howard Johnson Inn Jamaica JFK Airport NYC,153-95 Rockaway Blvd,Jamaica,40.6684,-73.7814,,Howard Johnson Inn Jamaica JFK Airport NYC
Garden Inn & Suites,151-20 Baisley Blvd,Jamaica,40.6677,-73.7868,,Garden Inn & Suites
JFK Inn,154-10 S Conduit Ave,Jamaica,40.6666,-73.7822,,JFK Inn
Comfort Inn,89-34 162nd Street,Jamaica,40.7057,-73.7986,,Comfort Inn
Super 8 Jamaica North Conduit,15167 N Conduit Ave,Jamaica,40.6674,-73.7834,,Super 8 Jamaica North Conduit
Jets Motor Inn,13906 Queens Blvd,Jamaica,40.7063,-73.8169,,Jets Motor Inn
Rodeway Inn Near JFK Airport,136-05 Cranston Street,Jamaica,40.6681,-73.7834,,Rodeway Inn Near JFK Airport
Par Central Motor Inn,8285 Parsons Boulevard,Jamaica,40.7161,-73.8079,,Par Central Motor Inn
Days Inn & Suites Jamaica JFK Airport,9565 Tuckerton St,Jamaica,40.6987,-73.8011,,Days Inn & Suites Jamaica JFK Airport
JFK Bed & Breakfast Guesthouse,12804 143rd Street,Jamaica,40.6722,-73.7958,,JFK Bed & Breakfast Guesthouse
Sleep Inn near JFK AirTrain,140-17 Queens Blvd,Jamaica,40.7037,-73.815,,Sleep Inn near JFK AirTrain
Clarion Inn JFK Airport,147-05 Guy R Brewer Boulevard,Jamaica,40.66,-73.7679,,Clarion Inn JFK Airport
Comfort Inn Jamestown - Falconer,2800 North Main Street EXT,Jamestown,42.1196,-79.2409,,Comfort Inn Jamestown - Falconer
Hampton Inn and Suites Jamestown,4 W Oak Hill Rd,Jamestown,42.1168,-79.2409,,Hampton Inn and Suites Jamestown
Best Western Plus Downtown Jamestown,200 W 3rd St,Jamestown,42.0958,-79.2443,,Best Western Plus Downtown Jamestown
Americas Best Value Inn- Jamestown/ West Ellicot,620 Fairmount Avenue,Jamestown,42.0972,-79.2748,,Americas Best Value Inn- Jamestown/ West Ellicot
Holiday Inn Express & Suites Jamestown,2811 North Main Street,Jamestown,42.1195,-79.2409,,Holiday Inn Express & Suites Jamestown
The Biggest Loser Resort Niagara,1083 Pit Road,Java Center,42.6585,-78.4007,,The Biggest Loser Resort Niagara
Hampton Inn Jericho - Westbury,120 Jericho Turnpike,Jericho,40.7815,-73.5576,,Hampton Inn Jericho - Westbury
Meadowbrook Motor Lodge,440 Jericho Turnpike,Jericho,40.7954,-73.5349,,Meadowbrook Motor Lodge
Inn at Jericho,101 Jericho Turnpike,Jericho,40.7797,-73.5605,,Inn at Jericho
Red Roof Inn Binghamton - Johnson City,590 Fairview Street,Johnson City,42.128,-75.9705,,Red Roof Inn Binghamton - Johnson City
Traditions at the Glen Resort and Hotel - Binghamton,4101 Watson Blvd,Johnson City,42.1238,-75.9963,,Traditions at the Glen Resort and Hotel - Binghamton
Hampton Inn Johnson City,630 Field St,Johnson City,42.121,-75.9754,,Hampton Inn Johnson City
Best Western Plus Of Johnson City,569 Harry L Dr,Johnson City,42.1254,-75.9718,,Best Western Plus Of Johnson City
La Quinta Inn Binghamton - Johnson City,581 Harry L Dr,Johnson City,42.1245,-75.9703,,La Quinta Inn Binghamton - Johnson City
Microtel Inn & Suites by Wyndham Johnstown,136 N Comrie Ave,Johnstown,43.0104,-74.3602,,Microtel Inn & Suites by Wyndham Johnstown
Super 8 Johnstown Gloversville Area,301 N Comrie Ave,Johnstown,43.0217,-74.3617,,Super 8 Johnstown Gloversville Area
Holiday Inn Johnstown-Gloversville,308 N Comrie Ave,Johnstown,43.0233,-74.3609,,Holiday Inn Johnstown-Gloversville
Super 8 Kenmore/Buffalo/Niagara Falls,1288 Sheridan Dr,Kenmore,42.9809,-78.8868,,Super 8 Kenmore/Buffalo/Niagara Falls
Pinegrove Family Dude Ranch,30 Cherrytown Road,Kerhonkson,41.7934,-74.3102,,Pinegrove Family Dude Ranch
Hudson Valley Resort And Spa,400 Granite Rd,Kerhonkson,41.7666,-74.2611,,Hudson Valley Resort And Spa
